video_id,title,channel_title,publish_time,views,likes,dislikes,comment_count,Region,category_title
bpYfzrFJMNU,⭐ [SNAILKICK™] СМОТРИТ HYPE (БОЛЬ) CAMP 2 12/11/2017,SNAIL PLAY,2017-11-12,297604,16641,537,1353,RU,Pets & Animals
5RH9qwv0giM,"Грибники нашли в лесу собаку, которая угодила в охотничью удавку…",Наши пушистые друзья,2017-11-13,19652,690,9,28,RU,Pets & Animals
GTUaGj6S36Y,Разведка маршрута под новые серии.,AcademeG DailyStream,2017-11-12,305745,12160,954,721,RU,Pets & Animals
4ame0qd4how,お昼寝の前にお話しないと眠れない猫♥♥猫との会話を楽しむ動画 Conversation with a cat,Afro Blue,2016-07-12,1390596,9816,246,554,RU,Pets & Animals
1KuZd-qOJ_M,"Оптика на Фронтеру, СВР вернулся.",AcademeG DailyStream,2017-11-15,133507,6882,484,226,RU,Pets & Animals
D8rdHQKKOt0,Филин Ёль ничего не делает. Кот Мурлок ничего не делает. Жуколица в квакварии.,Yoll,2017-11-15,21671,2334,10,215,RU,Pets & Animals
UJwXcd0nrCo,ИДУ К ПОДПИСЧИКАМ ОТДАЮ УЛИТКИ ОТ ЭЛЛИ | Elli Di Pets,Elli Di Pets,2017-11-15,452895,23207,418,19231,RU,Pets & Animals
9PhM-zCmTFs,DIY - Simon's Cat  | NEW BLACK & WHITE!,Simon's Cat,2017-11-16,178977,14355,87,429,RU,Pets & Animals
iwMFAZroboE,"Хрусть. Когда сове хочется что-нибудь перекусить, она перекусывает перо.",Yoll,2017-11-16,28715,2992,12,281,RU,Pets & Animals
1KuZd-qOJ_M,"Оптика на Фронтеру, СВР вернулся.",AcademeG DailyStream,2017-11-15,334016,12684,1018,324,RU,Pets & Animals
sumgn0xwbHg,Лягушка-обезьяна (Филломедуза двухцветная). Кормление и рассказ про её чудесные свойства.,Yoll,2017-11-17,16179,1726,9,184,RU,Pets & Animals
L7oFOlOzfTk,РАСШИРЕНИЕ ПИТОМНИКА Афина: новое помещение за 3000 долларов!,"Афина-TV, Кошачий Рай",2017-11-18,7375,983,9,250,RU,Pets & Animals
O7wR2eJ-pOM,ЩЕНКИ  УЖЕ ПЫТАЮТСЯ ИГРАТЬ!!!,Лайки Соловьева Ю.В.,2017-11-18,5553,533,1,30,RU,Pets & Animals
xzHVSip8TUI,Приколы с животными Подборка приколов Ноябрь 2017 Смешные собаки Смешные коты 2017 и Попугаи,СМЕШНЫЕ КОТЫ И КОШКИ ПРИКОЛЫ 101 MEDIA,2017-11-19,8792,76,3,53,RU,Pets & Animals
RIp99hotTk4,Вернулся. Фронтера. Понторезка. Много резины на продажу.,AcademeG DailyStream,2017-11-20,158438,6175,948,514,RU,Pets & Animals
Iq9rfOQjKrk,МАЖУ ЩЕНКАМ МОРДОЧКИ МОЛОКОМ!!!,Лайки Соловьева Ю.В.,2017-11-20,5689,448,0,32,RU,Pets & Animals
RIp99hotTk4,Вернулся. Фронтера. Понторезка. Много резины на продажу.,AcademeG DailyStream,2017-11-20,408599,11472,2029,900,RU,Pets & Animals
bAaexCKL-8Y,ТАЙНА СОБОЛЬ БУДЕТЕ ЩЕНКОВ  СМОТРЕТЬ?,Лайки Соловьева Ю.В.,2017-11-21,8618,593,5,81,RU,Pets & Animals
_lZkQFP0KzE,"Жизнь ZOOCOMa. Все новости о дикобразах, сурикатах, АЛК, обезьянках и т.д.",ZООCOM club,2017-11-21,5990,1065,6,93,RU,Pets & Animals
kHaxInmsZcM,"Два щенка сидели, прижавшись к стенке…",Наши пушистые друзья,2017-11-22,12398,411,4,8,RU,Pets & Animals
Zi7T1YOOkQ0,"Паучок ужинает, сычи жужжат на кота, филин прибирается в комнате.",Yoll,2017-11-23,28550,2660,14,360,RU,Pets & Animals
nkXGohB02V0,Fast Food (A Thanksgiving Special) - Simon's Cat | BLACK & WHITE,Simon's Cat,2017-11-23,350853,20978,339,1064,RU,Pets & Animals
BpukzcOFles,Мужчина на глазах у ребёнка выбросил щенка,Наши пушистые друзья,2017-11-23,8763,358,7,22,RU,Pets & Animals
uz2oMzaYD8o,Чёртик из коробочки. Маленькая сова сплюшка. (Otus scops),Yoll,2017-11-24,38862,4047,23,533,RU,Pets & Animals
2nTcBRl7WR4,ЧТО ЩЕНКАМ НУЖНО ПОЕЛИ И СПАТЬ.,Лайки Соловьева Ю.В.,2017-11-24,4670,494,4,46,RU,Pets & Animals
IRt5a_5VQr0,Как пума Месси и сфинкс Кира ходили в больницу Like Puma Messi and Sphinx Kira went to the hospital,I_am_puma,2017-11-25,12264,1048,9,208,RU,Pets & Animals
rRLR0ztjvb0,Вечерняя кормёжка щенков и собак!!!,Лайки Соловьева Ю.В.,2017-11-25,5727,478,4,61,RU,Pets & Animals
cRXfmI6ZKh8,СЕМЕРО В ОДНОМ ОКОШКЕ!!!,Лайки Соловьева Ю.В.,2017-11-26,5126,499,8,30,RU,Pets & Animals
SEiKnDGhWOg,Она сама пришла ко мне...,Наши пушистые друзья,2017-11-26,5415,302,3,12,RU,Pets & Animals
DKDcCbyoKUY,ГОВОРЯЩИЙ КОТЕНОК ГУЛЯЕТ ПО СНЕГУ НА УЛИЦЕ | РЕАКЦИЯ КОТЕНКА БАТТЕРСА НА СНЕГ | ОН В ШОКЕ,Кот Баттерс,2017-11-27,35719,3066,44,331,RU,Pets & Animals
yZEqjmxt1aA,Ветеринарный осмотр совы сплюшки Ыть у доктора Марии Маркиной. Подробно о кормлении совы.,Yoll,2017-11-28,28297,2361,11,248,RU,Pets & Animals
zuYunhzgPPY,СПУСТЯ ЧАС И ТАЙНА-ЛИСА ПРИШЛА !!!,Лайки Соловьева Ю.В.,2017-11-28,3874,361,7,14,RU,Pets & Animals
A9OxpefzZVs,СМЕШНЫЕ КОТЫ И КОШКИ 2017 ПРИКОЛЫ С КОТАМИ И КОШКАМИ 2017 ПРИКОЛЫ ПРО КОШЕК 2017 #71,Сrazy World,2017-11-28,6624,170,30,17,RU,Pets & Animals
iHML48EyQO4,Мисси уезжает,Labrador Missy,2017-11-28,13428,1681,16,108,RU,Pets & Animals
BkIuZVGTkM0,Kitten Crazy Time - Simon's Cat | BLACK & WHITE,Simon's Cat,2017-11-30,130290,12647,42,455,RU,Pets & Animals
Hwpmjd33EHw,Ветеринарный осмотр ушастой совы с травмой крыла.,Yoll,2017-11-30,14538,1570,4,201,RU,Pets & Animals
uV8sJNyx38A,СЕГОДНЯ У СОБАК БУДЕТ ПРАЗДНИЧНЫЙ СТОЛ!!!,Лайки Соловьева Ю.В.,2017-11-30,8049,705,4,96,RU,Pets & Animals
vDZY_zcwQt0,ДЖИНА СБЕЖАЛА ИЗ ВАННОЙ КАК ПОМЫТЬ СОБАКУ ЗА 5 МИНУТ | Elli Di Pets,Elli Di Pets,2017-11-30,371480,20204,344,2884,RU,Pets & Animals
QWfgg5UMfcU,Самая страшная сова на свете. Берегите мимимиметры!,Yoll,2017-12-01,30386,4149,6,338,RU,Pets & Animals
wwW2lNFFKIw,МЕТЕЛЬ!!!ЩЕНКИ ДАВАЙ НА КОРМЁЖКУ!!!,Лайки Соловьева Ю.В.,2017-12-01,9214,666,3,60,RU,Pets & Animals
C51R3rirP8A,Ему приказали ЖДАТЬ... И он ждал!,Наши пушистые друзья,2017-12-01,14713,530,8,24,RU,Pets & Animals
UREDBwPJs0s,НУ ЧТО КРЯХТУНЫ НАЕЛИСЬ???!!!,Лайки Соловьева Ю.В.,2017-12-02,5372,556,2,28,RU,Pets & Animals
NRSXjoqEmY8,"Вечерние экзекуции над совушками и стрессирование всех, кто под руку попадётся.",Yoll,2017-12-02,25187,2719,14,298,RU,Pets & Animals
MRaQW2n15qA,ВСЁ ПОНЯТНО ДЛЯ СОБАК И ТАК!!!,Лайки Соловьева Ю.В.,2017-12-03,4863,436,6,22,RU,Pets & Animals
5Cq0OJkc8Ew,Сова сплюшка Ыть пробует креветки.,Yoll,2017-12-03,21821,2660,12,347,RU,Pets & Animals
e0_f5C1ab4s,Вечер наших хомячков. Пиратик пропал,Хомки,2017-12-03,63226,3214,76,1684,RU,Pets & Animals
tgpP4IO4YfA,"Понторезка, Плагиат, Вольво ещё жива, флешка с чужой музыкой.",AcademeG DailyStream,2017-12-04,304941,16341,1481,1378,RU,Pets & Animals
sQtFOHUWJPE,Сова сплюшка Ыть пробует листовой салат.,Yoll,2017-12-04,21976,2844,12,443,RU,Pets & Animals
pKNfciTfsVc,Купили товары для животных из Китая. Годно или стремно?,Хомки,2017-12-04,79963,3773,130,1740,RU,Pets & Animals
uerNfvu8yqQ,НУ КАК Я НЕ МОГУ ДАТЬ ТЕБЕ КОСТОЧКУ!!!,Лайки Соловьева Ю.В.,2017-12-05,7370,913,3,79,RU,Pets & Animals
lxm87sG1CFM,02.12.17г. Проверка вездехода ГОСОХОТНАДЗОРОМ,Валерий Загайнов,2017-12-04,4744,25,3,9,RU,Pets & Animals
YwnvcKGwTmA,ЗА ЧТО?!! КРАСНОЯРСКИЕ ПОДРОСТКИ ТАК ОБОШЛИСЬ СО ЩЕНКАМИ,УСЫ ЛАПЫ И ХВОСТ,2017-12-06,11119,854,11,275,RU,Pets & Animals
_P8rsBRO5GI,Старый знакомый и новинки A-Proved.,AcademeG DailyStream,2017-12-07,189313,9494,812,321,RU,Pets & Animals
