video_id,title,channel_title,publish_time,views,likes,dislikes,comment_count,Region,category_title
B5HORANmzHw,Founding An Inbreeding-Free Space Colony,SciShow,2017-11-12,223871,8422,191,1214,CA,Education
TpIqNpWtKEU,The Emoji Movie: What Went Wrong?  – Wisecrack Edition,Wisecrack,2017-11-11,275669,13106,317,1197,CA,Education
L-ixmHzXl3w,"Si vous voyez ceci en forêt, courez vite et demandez de l'aide!",Dr Bot,2017-11-10,1388115,17378,6835,1517,CA,Education
l4bAoNAx2uo,American Things Europeans Find Weird,The Infographics Show,2017-11-13,419965,9805,1337,5457,CA,Education
sbIED1w1WuQ,What's inside a Cocao Pod?,What's Inside?,2017-11-14,246591,6281,291,1472,CA,Education
KhbuFwJchMU,How to Get a FREE iPhone X!,Soeren Simon,2017-11-13,48421,2978,949,1073,CA,Education
U_u91SjrEOE,The myth of Prometheus - Iseult Gillespie,TED-Ed,2017-11-14,167426,10576,106,626,CA,Education
t2BfG32IDqs,Grant's DIY Mystery Puzzle Box,The King of Random,2017-11-13,533561,15499,905,2642,CA,Education
sbIED1w1WuQ,What's inside a Cocao Pod?,What's Inside?,2017-11-14,418661,8631,493,1912,CA,Education
l4bAoNAx2uo,American Things Europeans Find Weird,The Infographics Show,2017-11-13,587752,11891,1777,6920,CA,Education
U_u91SjrEOE,The myth of Prometheus - Iseult Gillespie,TED-Ed,2017-11-14,285091,15716,164,846,CA,Education
lzgQrHFDNLE,What Does A Cochlear Implant Sound Like?,SciShow,2017-11-14,177648,6932,786,697,CA,Education
d_WLZV5_x2w,10 Shocking Urban Legends That Turned Out To Be TRUE,Planet Dolan,2017-11-15,86493,3422,95,565,CA,Education
0ayARJdf7I4,018 Algebra Lineal 18-10-2011,udearroba,2017-11-15,1141,0,0,0,CA,Education
16W7c0mb-rE,Emergence – How Stupid Things Become Smart Together,Kurzgesagt – In a Nutshell,2017-11-16,1164713,88543,742,6750,CA,Education
jyn_orqdyHQ,The complicated history of surfing - Scott Laderman,TED-Ed,2017-11-16,96846,4679,56,304,CA,Education
kHqFkIgVF3c,How to Build a Paint Stick Puzzle Box,The King of Random,2017-11-16,310494,8566,329,1079,CA,Education
sbIED1w1WuQ,What's inside a Cocao Pod?,What's Inside?,2017-11-14,478560,9225,539,2096,CA,Education
ITQZ2OrIBNk,How to Make Plasma in Your Microwave ... With a Grape,SciShow,2017-11-16,92629,4689,82,356,CA,Education
16W7c0mb-rE,Emergence – How Stupid Things Become Smart Together,Kurzgesagt – In a Nutshell,2017-11-16,1654828,109422,992,7924,CA,Education
8-u5nd2GqNE,The Secret Protocol for When the Queen Dies,Half as Interesting,2017-11-16,544230,17911,483,3045,CA,Education
i83IGtDF8lI,Et Si Vous Descendiez au Plus Profond de L’Océan ? (en 360s),Poisson Fécond,2017-11-18,315834,28309,295,1984,CA,Education
16W7c0mb-rE,Emergence – How Stupid Things Become Smart Together,Kurzgesagt – In a Nutshell,2017-11-16,1795369,115580,1081,8156,CA,Education
oET5srqwXGc,"Rachel Maddow Show Nov 17, 2017|Rachel Maddow MSNBC Show 11/17/17",Danielle Lydon,2017-11-18,75478,569,75,261,CA,Education
o5L6W0YoAd4,Making a Laminar Flow Nozzle,The King of Random,2017-11-18,667573,17068,1287,4489,CA,Education
8-u5nd2GqNE,The Secret Protocol for When the Queen Dies,Half as Interesting,2017-11-16,855475,23255,706,4011,CA,Education
9EbZBJZruAc,Cities of Myth: Crash Course World Mythology #35,CrashCourse,2017-11-18,43902,2029,88,396,CA,Education
G9bqCd7sRg0,Otto von Bismarck - VI: Germany! - Extra History,Extra Credits,2017-11-18,175662,10239,56,1081,CA,Education
fykxT-cWibM,Can You Break Glass with Your Voice?,SciShow,2017-11-18,70596,3758,50,311,CA,Education
i83IGtDF8lI,Et Si Vous Descendiez au Plus Profond de L’Océan ? (en 360s),Poisson Fécond,2017-11-18,506934,38717,479,2500,CA,Education
