video_id,title,channel_title,publish_time,views,likes,dislikes,comment_count,Region,category_title
OZ73fwBPzxU,효과적으로 다크서클을 없애는 7가지 방법 - Be Healthy,BE HEALTHY,2017-06-07,14178,6,0,2,KR,Howto & Style
5530I_pYjbo,How I Trained My Cats,JunsKitchen,2017-11-14,977285,87621,391,5575,KR,Howto & Style
5530I_pYjbo,How I Trained My Cats,JunsKitchen,2017-11-14,1963481,142741,773,8471,KR,Howto & Style
OZ73fwBPzxU,효과적으로 다크서클을 없애는 7가지 방법 - Be Healthy,BE HEALTHY,2017-06-07,14210,6,0,2,KR,Howto & Style
sJVMRcr-eug,PONY THE GLOBETROTTER + GRWM (With subs) - New York 포니 더 글로브 트롯터 + 겟레디윗미 - 뉴욕 편,PONY Syndrome,2017-11-16,394069,13889,142,820,KR,Howto & Style
MivWmri6Rs8,[딩뷰픽] 매력뿜뿜 믿고보는 이사배 커버 메이크업 5,딩고 뷰티,2017-11-16,74183,1896,28,188,KR,Howto & Style
5530I_pYjbo,How I Trained My Cats,JunsKitchen,2017-11-14,2167114,151277,862,8848,KR,Howto & Style
qjnXrH59_n0,겨울철 [ 미친 파워 지속력 ! ] 술 마시고 달아올라도 끄떡없는 술자리 메이크업 | Super logevity! Makeup for a night out! | LAMUQE,lamuqe,2017-11-17,174329,4643,64,335,KR,Howto & Style
sJVMRcr-eug,PONY THE GLOBETROTTER + GRWM (With subs) - New York 포니 더 글로브 트롯터 + 겟레디윗미 - 뉴욕 편,PONY Syndrome,2017-11-16,580196,17381,204,944,KR,Howto & Style
qjnXrH59_n0,겨울철 [ 미친 파워 지속력 ! ] 술 마시고 달아올라도 끄떡없는 술자리 메이크업 | Super logevity! Makeup for a night out! | LAMUQE,lamuqe,2017-11-17,256354,6004,89,356,KR,Howto & Style
WtOjsDRSca4,바람 핀 남친한테 복수 #마스크팩 #싸대기(?) #벤츠남_과 새로운 시작?! ※사이다주의※  [웹드라마 29gram 최종화]_ENG,뷰티학개론 Beautiology,2017-11-17,267540,4547,106,455,KR,Howto & Style
iN7gYu4Kq2k,[ 워너원 ' Beautiful ' 교차편집 ] / stage mix / wanna one / 뮤직뱅크 / 컴백쇼 / 인기가요,뿜뿜 ppumppum,2017-11-19,83302,1932,12,139,KR,Howto & Style
mnZO7ip53FA,송일국 아내 정승연 판사 사진 집안 나이 직업 서울대,Healthcare KR,2017-11-19,33572,68,45,2,KR,Howto & Style
sna8qrUr8Rw,4냥냥이들과의 쾌적한 동거를위한 필수품? 로봇청소기 ! ㅣ-알뜰살뜰 렬주부,Ryeori 려리,2017-11-19,39519,956,9,89,KR,Howto & Style
43RbxhBwEMQ,"[TNGT] TNGT X 전지적 짝사랑 시점 콜라보레이션 영상 상상 그 이상 (티엔지티, 박보검 출연, 전짝시 특별편)",TNGT,2017-11-20,65997,1010,4,141,KR,Howto & Style
iN7gYu4Kq2k,[ 워너원 ' Beautiful ' 교차편집 ] / stage mix / wanna one / 뮤직뱅크 / 컴백쇼 / 인기가요,뿜뿜 ppumppum,2017-11-19,152151,2788,34,211,KR,Howto & Style
43RbxhBwEMQ,"[TNGT] TNGT X 전지적 짝사랑 시점 콜라보레이션 영상 상상 그 이상 (티엔지티, 박보검 출연, 전짝시 특별편)",TNGT,2017-11-20,127726,1389,14,192,KR,Howto & Style
iN7gYu4Kq2k,[ 워너원 ' Beautiful ' 교차편집 ] / stage mix / wanna one / 뮤직뱅크 / 컴백쇼 / 인기가요,뿜뿜 ppumppum,2017-11-19,198866,3178,47,288,KR,Howto & Style
43RbxhBwEMQ,"[TNGT] TNGT X 전지적 짝사랑 시점 콜라보레이션 영상 상상 그 이상 (티엔지티, 박보검 출연, 전짝시 특별편)",TNGT,2017-11-20,127726,1389,14,192,KR,Howto & Style
vIywlknefVU,[CJ오쇼핑] 초고화질 아이돌 최초 홈쇼핑 출연! 슈퍼주니어 슈퍼마켓 FULL 영상,styleoshop,2017-11-21,178549,3449,36,318,KR,Howto & Style
43RbxhBwEMQ,"[TNGT] TNGT X 전지적 짝사랑 시점 콜라보레이션 영상 상상 그 이상 (티엔지티, 박보검 출연, 전짝시 특별편)",TNGT,2017-11-20,187243,1538,19,214,KR,Howto & Style
YnatH2leRRg,[ENG/JPN SUB] 🇯🇵 일본 유행 메이크업 Japanese Style Makeup  | Collaboration with Sekine Risa | LAMUQE,lamuqe,2017-11-21,280255,6071,222,1030,KR,Howto & Style
vIywlknefVU,[CJ오쇼핑] 초고화질 아이돌 최초 홈쇼핑 출연! 슈퍼주니어 슈퍼마켓 FULL 영상,styleoshop,2017-11-21,192675,3606,39,340,KR,Howto & Style
YnatH2leRRg,[ENG/JPN SUB] 🇯🇵 일본 유행 메이크업 Japanese Style Makeup  | Collaboration with Sekine Risa | LAMUQE,lamuqe,2017-11-21,299982,6351,238,1054,KR,Howto & Style
6VrWItx-e68,"[Begin Again, SKINFOOD] 프로폴리스로 예뻐지는 프랑스 여행 (with. 한별)",스킨푸드 (SKINFOOD TV),2017-11-22,79335,707,7,1,KR,Howto & Style
gkjO6pGvZJI,[ 긴급속보 ! ] 뾰루지 짜다가 안면신경마비 왔어요...ㅠㅠㅠㅠㅠㅠ (꼭 알아야 하는 사실 말씀드립니다),lamuqe,2017-11-25,467665,6364,110,716,KR,Howto & Style
6VrWItx-e68,"[Begin Again, SKINFOOD] 프로폴리스로 예뻐지는 프랑스 여행 (with. 한별)",스킨푸드 (SKINFOOD TV),2017-11-22,111770,939,13,0,KR,Howto & Style
gkjO6pGvZJI,[ 긴급속보 ! ] 뾰루지 짜다가 안면신경마비 왔어요...ㅠㅠㅠㅠㅠㅠ (꼭 알아야 하는 사실 말씀드립니다),lamuqe,2017-11-25,714537,8106,168,796,KR,Howto & Style
MGCM48JRa0E,(해외반응)한국과 일본을 방문한 스페인 여자가 말하는 솔직후기 경험담 (2편) [실제 한국일본 차이],MIN TV,2017-11-25,24315,56,2,3,KR,Howto & Style
NcZu8KObruU,돼지고기 수육 삶는법 - 잡내없이 탱글탱글하게 만드는 비법 Korean traditional food Bolied beef recipe,심방골주부,2017-11-27,39275,167,22,35,KR,Howto & Style
gkjO6pGvZJI,[ 긴급속보 ! ] 뾰루지 짜다가 안면신경마비 왔어요...ㅠㅠㅠㅠㅠㅠ (꼭 알아야 하는 사실 말씀드립니다),lamuqe,2017-11-25,814081,8744,186,829,KR,Howto & Style
MGCM48JRa0E,(해외반응)한국과 일본을 방문한 스페인 여자가 말하는 솔직후기 경험담 (2편) [실제 한국일본 차이],MIN TV,2017-11-25,32758,75,7,8,KR,Howto & Style
Xst9fL2qvkU,[Eng]겨울내내 완벽한!베이스메이크업+미스트에 대한 오해? [백투베이직]l 이사배(RISABAE Makeup),RISABAE,2017-11-28,141633,4447,40,399,KR,Howto & Style
c021FO73EG0,[딩뷰픽] 연예인 뺨치게 핫한 메이크업아티스트 포니,딩고 뷰티,2017-11-28,58612,1419,26,94,KR,Howto & Style
