video_id,title,channel_title,publish_time,views,likes,dislikes,comment_count,Region,category_title
rZZEeeAVgog,Franco Escamilla.- Tradiciones y Faitelson,Franco Escamilla,2017-11-12,471516,23279,270,494,MX,Comedy
OFXU_vrye9w,¡Se acabó la espera! El Privilegio de Mandar | Capítulo 01,El Privilegio de Mandar,2017-11-12,30274,705,199,125,MX,Comedy
d1oYTRYmNHs,"**SI TE RÍES, PIERDES** ¡¡(911% IMPOSIBLE)!! 🎀 Recopilación de los Mejores Vídeos de Risa 2017",THE YOLO,2017-11-12,667216,28782,1770,3892,MX,Comedy
vawBoPTwFeY,FRASES DE BORRACHOS | MARIO AGUILAR | BERTH OH,Mario Aguilar,2017-11-13,44056,5489,52,244,MX,Comedy
8SmKYBgDTVA,COCO Disney/Pixar - Popurrí con Mariachi,Los Tres Tristes Tigres,2017-11-13,93000,8135,100,284,MX,Comedy
0dBIkQ4Mz1M,PLUSH - Bad Unboxing Fan Mail,iDubbbzTV,2017-11-13,1014651,127822,1688,13036,MX,Comedy
5qpjK5DgCt4,"Racist Superman | Rudy Mancuso, King Bach & Lele Pons",Rudy Mancuso,2017-11-12,3191442,146043,5339,8181,MX,Comedy
hcuAuv-kkyg,EL VUELO DE LA VICTORIA CAPÍTULO FINAL PARTE 2,Dennis Stefania,2017-11-13,56195,222,57,37,MX,Comedy
RyEZQV9CwAM,ME SUBÍ A UN RASCACIELOS EN PARAGUAY / Juanpa Zurita,Juanpa Zurita,2017-11-14,487248,57351,652,6573,MX,Comedy
oPD8Z07zK4U,Mhonividente en Buenos dias Familia 11/14/2017 RITUAL PARA QUITAR MALAS ENERGIAS,CanalOficial Mhonividente,2017-11-14,29385,608,18,0,MX,Comedy
oyvN5ExU4fE,Franco Escamilla.- La mesa reñoña 75,Franco Escamilla,2017-11-14,325176,9024,232,494,MX,Comedy
Grjf061dV4w,Peña descubre el secreto detrás de 'Mayores' de Becky G.,carloschaviratv,2017-11-15,21148,1680,31,172,MX,Comedy
Cy6U9rlxXNo,Superpoderes Inutiles / Tila Maria Sesto,Tila Maria Sesto,2017-11-14,9967,1394,17,94,MX,Comedy
5nEogChRGE8,Donald Trump Jr. and WikiLeaks; Trump Meets Duterte: A Closer Look,Late Night with Seth Meyers,2017-11-15,457646,8207,274,862,MX,Comedy
VsYmwBOYfW8,Mean Tweets – Jimmy Kimmel Edition,Jimmy Kimmel Live,2017-11-14,2765121,35532,1705,2388,MX,Comedy
asvHEW9v2WI,VIDEOS RANDOM SDLG,MemeFont,2017-11-14,92913,6902,254,721,MX,Comedy
RqccSEEO-5M,How Trump Has Made China Great Again: The Daily Show,The Daily Show with Trevor Noah,2017-11-15,172210,6270,193,687,MX,Comedy
N0dGdT80fsU,LA VUELTA DE CHUCKY,Axl Kss,2017-11-14,67819,7713,71,767,MX,Comedy
gjXrm2Q-te4,Jimmy Fallon Pays Tribute to His Mother Gloria,The Tonight Show Starring Jimmy Fallon,2017-11-14,1614431,58475,837,3294,MX,Comedy
i8_GlmNP0h4,Peru vs Nueva Zelanda 2-0 Gol de Farfan - Repechaje Rusia 2018 - 15/Noviembre/2017,Canal Futbol,2017-11-16,101695,439,45,278,MX,Comedy
vUKRhDKBV-s,HITLER EN 30 SEGUNDOS,Zorman,2017-11-15,299792,38107,1340,3247,MX,Comedy
MnF2ddTz95U,Pepe & Teo Opinan EEHHHHH PUT*!!!! y el Piojo Herrera | #MTVEMA2017 | Reputation Taylor Swift,PepeyTeo,2017-11-16,26877,2707,55,331,MX,Comedy
Grjf061dV4w,Peña descubre el secreto detrás de 'Mayores' de Becky G.,carloschaviratv,2017-11-15,85207,4132,132,297,MX,Comedy
JuUba6Pphbc,MALDITO TEAM SIN NOMBRE,Telegamer,2017-11-16,19992,2920,84,811,MX,Comedy
