video_id,title,channel_title,publish_time,views,likes,dislikes,comment_count,Region,category_title
0RFhWyM6qbA,Benzema balance ses dur vérités Deschamps et Les bleus Dans le CFC !,HALIRIPA,2017-11-12,635236,5945,722,1483,FR,People & Blogs
iNF0Zoo_9FI,Les Marseillais VS Le Reste du Monde 2 - Episode 52 HD - 13 Novembre 2017,Daily Snap,2017-11-13,84521,2286,80,523,FR,People & Blogs
qrj0hChVji4,LE CLOWN TUEUR VOLE LE McDonald's DE GAMEMIXTREIZE ET MOMO !!,TAREKENIRL,2017-11-13,74384,6123,256,1221,FR,People & Blogs
8o6Yn4-7o-o,Alrima - TAHIA MAGHREB,Alrima Officiel,2017-11-11,508175,25919,1006,2433,FR,People & Blogs
gXyP-w4nDyM,Jazz en PLEINE CRISE DE LARMES: son CHIEN A ÉTÉ VOLÉ...,Mag Influenceurs,2017-11-12,30296,63,10,8,FR,People & Blogs
2kyS6SvSYSE,WE WANT TO TALK ABOUT OUR MARRIAGE,CaseyNeistat,2017-11-13,748374,57536,2967,15959,FR,People & Blogs
SoDxxEyxE84,Raquel Garrido explique son départ de FI - Les Terriens du Dimanche du 12/11/17,Gaetano Gitano,2017-11-12,12740,110,16,69,FR,People & Blogs
-ktC_CVGAvs,Son mec lui disait que son engin était trop gros pour les préservatifs. Alors elle lui a envoyé,PEOPLE TV,2017-11-13,11132,50,10,16,FR,People & Blogs
pntPBdQgGoY,Asma Lmnawar - Ha 7na Jina (EXCLUSIVE) | (أسما لمنور - ها حنا جينا (فيديو كليب حصري,Asma Lmnawar | أسما لمنور,2017-11-12,923261,30587,1150,2751,FR,People & Blogs
jZPv46YGgfU,شاهد محلل جزائري يفجرها علي قناة جزائرية لاعبي المغرب رجال لتأهلهم للمونديال لاعبي الجزائر النساء,TOOP WAVO,2017-11-13,47828,473,68,118,FR,People & Blogs
lRHS-n3iR4g,اجيو تشوفو كيفاش دوزت نهار السبت مع اسرتي💕 ، وجبات سريعة ، فوز المنتخب الوطني 🇲🇦🇲🇦 و المزيد...,الطبخ و البيت مع انتصارIntissar's Channel,2017-11-13,59454,3447,241,682,FR,People & Blogs
rfZuiD2MaUM,Karl Lagerfeld descend Merkel dans Salut les Terriens,SQO,2017-11-11,23722,88,25,60,FR,People & Blogs
5aHZCOUiqCA,SANKARA DE KUNTA akoti rando KOFFI na FERRE. Akoteli nani? + NATY abengani KIRIKU,Cleboa.comOFFICIEL,2017-11-12,29374,318,45,173,FR,People & Blogs
4-cBcUCnFqg,"Birdyy (Youtube): Agression, Humiliation, Argent, Relation avec des fans...Le roi du Prank se lâche!",sam zirah,2017-11-12,94634,2911,154,314,FR,People & Blogs
A5LFlKGs5wA,Çukur 4. Bölüm,Çukur,2017-11-13,35166,2386,125,494,FR,People & Blogs
RcFT1BlWYSY,اعلامية قطرية ثتحدت عن المبلغ الذي ستمنحه الفيفا الى المنتخب المغربي عقب تاهله,الكرة العالمية TV,2017-11-13,108303,599,87,83,FR,People & Blogs
MhDbAS6EQQ0,Extrait d'un match entre les U15 féminines de l'OL et les garçons de l'AS Buers Villeurbanne,Jeremy LAUGIER,2017-11-11,2100,0,0,0,FR,People & Blogs
SefafTAhQ5Q,Aprés avoir quitté l'OM - Patrice Evra tracte un 4x4 !!,Aminos Leo,2017-11-13,6953,35,11,15,FR,People & Blogs
5QE2UWudkaY,TOKOMI WAPI DU13 11 2017 NINI ElAMUKI  LELO NA CONGO,NDEKO ELIEZER TOKOKOMA,2017-11-13,28578,445,38,201,FR,People & Blogs
V9bayEQ7xwk,Géolocaliser n'importe quel téléphone portable,Crackz world,2017-11-07,11882,503,44,7,FR,People & Blogs
vt13k3Z31o4,شاهد  الإعلام الجزائري يتحدث عن تأهل المنتخب المغربي إلى المونديال,أخبار المغرب,2017-11-11,412870,2179,463,616,FR,People & Blogs
_kTxT3ZIu6I,Le Bret Du Faux sur RFM / Lundi 12 Novembre 2017,RFM France,2017-11-13,4547,81,6,4,FR,People & Blogs
7M0pWfEAPoo,شاهد انبهار اعلام الجزائر من اداء منتخب المغرب امام الكوت الديفوار و تاهله الى كاس العالم,breaking news,2017-11-13,268171,2357,192,333,FR,People & Blogs
J_I00wRkYFY,VLOG MAROC 2-0 COTE D'IVOIRE (RUSSIA 2018) - فلوغ المغرب 2ـ0 الساحل العاج كأس العالم روسيا 2018,Taha Essou,2017-11-12,85380,5175,81,666,FR,People & Blogs
SAwrNMAKF3I,samhini 1292 Complete 2M مسلسل سامحيني 1292 كاملة,MOR TV Toop,2017-11-13,25364,920,127,53,FR,People & Blogs
6H3wVsceoS0,Smart Girl Shows How to Build Candy Dispenser,The Q,2017-11-11,3905245,53072,2438,1979,FR,People & Blogs
OMgw9gPX3xk,MA PLAYLIST ! Dansez avec nous 💃🏾 - Pembe Cherole,Pembe Cherole,2017-11-12,186679,14820,163,1141,FR,People & Blogs
-ktC_CVGAvs,Son mec lui disait que son engin était trop gros pour les préservatifs. Alors elle lui a envoyé,PEOPLE TV,2017-11-13,52566,124,392,66,FR,People & Blogs
XsrYk6bVbq8,شاهد رابح ماجر يثور على صحفي الإذاعة الثالثة 14/11/2017,MehdiTv+2,2017-11-14,195598,1221,298,968,FR,People & Blogs
dbxTQPrg-4o,محلل جزائري يعترف ان المنتخب المغربي هو اقوى منتخب افريقي وعربي و يرشحه للذهاب بعيدا في المونديال,الكرة العالمية TV,2017-11-14,150280,722,184,410,FR,People & Blogs
KkZK4MQOpTE,Ridfaa - Ce Soir (Clip Officiel),Ridfaa 933,2017-11-13,38770,902,694,295,FR,People & Blogs
hxUCwTxg2lk,Yassine Belattar met le feu sur le plateau de Pujadas,Mizane TV,2017-11-14,4772,57,8,13,FR,People & Blogs
0RFhWyM6qbA,Benzema balance ses dur vérités Deschamps et Les bleus Dans le CFC !,HALIRIPA,2017-11-12,824386,6857,926,1792,FR,People & Blogs
jZPv46YGgfU,شاهد محلل جزائري يفجرها علي قناة جزائرية لاعبي المغرب رجال لتأهلهم للمونديال لاعبي الجزائر النساء,TOOP WAVO,2017-11-13,238674,1043,189,316,FR,People & Blogs
rMcOK1HPa9o,samhini 1293 Complete 2M مسلسل سامحيني 1293 كاملة,MOR TV Toop,2017-11-14,149365,1137,194,58,FR,People & Blogs
NgUjCHVznrU,Tanya (Secret Story 11) dans le bain de Jeremstar - INTERVIEW,JEREMSTAR,2017-11-14,286119,6089,310,1100,FR,People & Blogs
GJlVO7OI2yE,Allemagne vs France 0-1 But Lacazette 14/11/2017 HD,GOL Plus,2017-11-14,2528,5,0,2,FR,People & Blogs
A5LFlKGs5wA,Çukur 4. Bölüm,Çukur,2017-11-13,759627,7352,761,1140,FR,People & Blogs
4qip39qYNlE,"Les vacances des Anges 2 – Episode 57, Vidéo du 14 Novembre 2017",kat sloan,2017-11-14,9516,29,7,4,FR,People & Blogs
p2HYgRcAnU0,TOKOMI WAPI DU 14 11 2017 PONA NINI OPPOSITION EBOYI CALENDRIER,NDEKO ELIEZER TOKOKOMA,2017-11-14,28900,246,29,104,FR,People & Blogs
pcBHulu4l98,Menace terroriste en Lot-et-Garonne : le maire de Monclar-d'Agenais témoigne,Sud Ouest Lot-et-Garonne,2017-11-14,3184,0,0,1,FR,People & Blogs
ClytthbhuNQ,ملاسنات كلامية كبيرة وخطيرة بين ماجر وصحفي بعد وصفه بعدو المنتخب الوطني 14/11/2017,SCARFACE King,2017-11-14,24136,85,35,121,FR,People & Blogs
_RRx-O0wBUU,"Erza, Leany et Elysha qui danse",Fan Des Kids United,2017-11-14,4943,270,2,25,FR,People & Blogs
