video_id,title,channel_title,publish_time,views,likes,dislikes,comment_count,Region,category_title
ohObafdd34Y,イッテQ お祭り男宮川×手越 巨大ブランコ②,神谷えりな Kamiya Erina 2,2018-02-06,90929,442,88,174,JP,Film & Animation
B7J47qFvdsk,榮倉奈々、衝撃の死んだふり！映画『家に帰ると妻が必ず死んだふりをしています。』特報,シネマトゥデイ,2018-02-06,108408,1336,74,201,JP,Film & Animation
ohObafdd34Y,イッテQ お祭り男宮川×手越 巨大ブランコ②,神谷えりな Kamiya Erina 2,2018-02-06,90929,442,88,174,JP,Film & Animation
B7J47qFvdsk,榮倉奈々、衝撃の死んだふり！映画『家に帰ると妻が必ず死んだふりをしています。』特報,シネマトゥデイ,2018-02-06,108408,1336,74,201,JP,Film & Animation
ohObafdd34Y,イッテQ お祭り男宮川×手越 巨大ブランコ②,神谷えりな Kamiya Erina 2,2018-02-06,90929,442,88,174,JP,Film & Animation
B7J47qFvdsk,榮倉奈々、衝撃の死んだふり！映画『家に帰ると妻が必ず死んだふりをしています。』特報,シネマトゥデイ,2018-02-06,108408,1336,74,201,JP,Film & Animation
ohObafdd34Y,イッテQ お祭り男宮川×手越 巨大ブランコ②,神谷えりな Kamiya Erina 2,2018-02-06,90929,442,88,174,JP,Film & Animation
B7J47qFvdsk,榮倉奈々、衝撃の死んだふり！映画『家に帰ると妻が必ず死んだふりをしています。』特報,シネマトゥデイ,2018-02-06,108408,1336,74,201,JP,Film & Animation
VV7LMEbd1Es,アニメ『衛宮さんちの今日のごはん』第二話「鮭ときのこのバターホイル焼き」,アニプレックス,2018-02-08,343253,8871,105,1258,JP,Film & Animation
B80CK49etK0,イッテＱ 宮川 これだけで宮川の凄さがわかるｗｗｗ 祭り宮川まとめ③,神谷えりな Kamiya Erina 2,2018-02-08,135238,565,44,57,JP,Film & Animation
XJFu0oJwdpw,ワンピース８９４ー日本語のフル  |  ワンピース 894 HD,アニメベスト,2018-02-08,191091,271,195,257,JP,Film & Animation
V-Ocqn6itNQ,仮面ライダー響鬼　第16話[公式],東映特撮YouTube Official,2018-02-09,17161,244,6,289,JP,Film & Animation
