video_id,title,channel_title,publish_time,views,likes,dislikes,comment_count,Region,category_title
sECcOTO8Ij4,Sonic Forces: The New Chick - PART 1 - Game Grumps,GameGrumps,2017-11-07,1062094,37439,590,6654,GB,Gaming
G1Ky9-OoWyo,EA's Responds to Star Wars Loot Box Rant! - [Angry Interview],AngryJoeShow,2017-11-08,747313,33608,1846,13625,GB,Gaming
qYmPNNvfawM,Worlds First Live Nuke in COD WW2 - V2 Rocket - Hidden Streak,PWNSTARZdotCOM,2017-11-07,226202,2734,360,503,GB,Gaming
14G7U6pTcFk,[ProjectTL] Trailer movie,ncsoft,2017-11-07,99578,570,42,96,GB,Gaming
jSJr3dXZfcg,World of Warcraft: Battle for Azeroth Cinematic Trailer,World of Warcraft,2017-11-03,7309863,135719,3422,25986,GB,Gaming
s2zlBSsumeI,An All-New Take on a Classic Song for Pokémon the Movie: I Choose You!,The Official Pokémon YouTube Channel,2017-11-03,727869,26382,613,2494,GB,Gaming
WhLvS5GTK3E,BlizzCon 2017 Opening Ceremony,Blizzard Entertainment,2017-11-03,690536,9314,654,523,GB,Gaming
om0h_r2TAmw,The SECRET Prestige AREA...! (COD WW2 Headquarters Tour),Ali-A,2017-11-02,354488,10526,1052,1536,GB,Gaming
d6YkGejS6IM,(ORIGINAL) I choose you Emotionally part  PIKACHU TALK human language Theater Reaction from NYC,Demon Inu,2017-11-08,442304,4883,152,1855,GB,Gaming
sECcOTO8Ij4,Sonic Forces: The New Chick - PART 1 - Game Grumps,GameGrumps,2017-11-07,1094737,37974,596,6705,GB,Gaming
G1Ky9-OoWyo,EA's Responds to Star Wars Loot Box Rant! - [Angry Interview],AngryJoeShow,2017-11-08,825431,35417,2011,13747,GB,Gaming
qYmPNNvfawM,Worlds First Live Nuke in COD WW2 - V2 Rocket - Hidden Streak,PWNSTARZdotCOM,2017-11-07,232816,2770,368,518,GB,Gaming
14G7U6pTcFk,[ProjectTL] Trailer movie,ncsoft,2017-11-07,101392,576,43,96,GB,Gaming
jSJr3dXZfcg,World of Warcraft: Battle for Azeroth Cinematic Trailer,World of Warcraft,2017-11-03,7484192,137175,3449,26243,GB,Gaming
s2zlBSsumeI,An All-New Take on a Classic Song for Pokémon the Movie: I Choose You!,The Official Pokémon YouTube Channel,2017-11-03,739807,26465,619,2526,GB,Gaming
WhLvS5GTK3E,BlizzCon 2017 Opening Ceremony,Blizzard Entertainment,2017-11-03,692588,9331,654,524,GB,Gaming
om0h_r2TAmw,The SECRET Prestige AREA...! (COD WW2 Headquarters Tour),Ali-A,2017-11-02,357460,10563,1069,1539,GB,Gaming
8WZuk8KXC5M,Rainbow Six Siege: Operation White Noise - Free Weekend November 16-19 | Trailer | Ubisoft [US],Ubisoft US,2017-11-14,35390,865,25,202,GB,Gaming
d6YkGejS6IM,(ORIGINAL) I choose you Emotionally part  PIKACHU TALK human language Theater Reaction from NYC,Demon Inu,2017-11-08,592233,6098,206,2183,GB,Gaming
sECcOTO8Ij4,Sonic Forces: The New Chick - PART 1 - Game Grumps,GameGrumps,2017-11-07,1106326,38179,603,6707,GB,Gaming
G1Ky9-OoWyo,EA's Responds to Star Wars Loot Box Rant! - [Angry Interview],AngryJoeShow,2017-11-08,901791,36621,2173,14066,GB,Gaming
qYmPNNvfawM,Worlds First Live Nuke in COD WW2 - V2 Rocket - Hidden Streak,PWNSTARZdotCOM,2017-11-07,237123,2801,373,516,GB,Gaming
14G7U6pTcFk,[ProjectTL] Trailer movie,ncsoft,2017-11-07,102608,583,46,98,GB,Gaming
jSJr3dXZfcg,World of Warcraft: Battle for Azeroth Cinematic Trailer,World of Warcraft,2017-11-03,7590874,138279,3461,26438,GB,Gaming
s2zlBSsumeI,An All-New Take on a Classic Song for Pokémon the Movie: I Choose You!,The Official Pokémon YouTube Channel,2017-11-03,745860,26520,622,2539,GB,Gaming
WhLvS5GTK3E,BlizzCon 2017 Opening Ceremony,Blizzard Entertainment,2017-11-03,694643,9343,654,523,GB,Gaming
EEIP1YpFXrE,Our First Date,iHasCupquake,2017-11-15,463992,25840,509,3708,GB,Gaming
_8VHAHoCUVY,Overwatch News - HULK AWARD! GIANT Posters! Moira Launch INCOMING!,Unit Lost - Great British Gaming,2017-11-16,66344,2859,83,701,GB,Gaming
hXcoq5XDwyA,Playing CUPHEAD with MatPat!,Butch Hartman,2017-11-15,55460,3871,96,428,GB,Gaming
7-7mW9daU5E,SKYRIM | Switch vs PS4 vs PC vs ONE vs PS3 vs 360 | All Versions Comparison,ElAnalistaDeBits,2017-11-14,117545,726,40,486,GB,Gaming
7d9cu_dmQ0c,Far Cry 5: Recreating Montana | Ubiblog | Ubisoft [US],Ubisoft US,2017-11-14,68349,1140,39,244,GB,Gaming
d6YkGejS6IM,(ORIGINAL) I choose you Emotionally part  PIKACHU TALK human language Theater Reaction from NYC,Demon Inu,2017-11-08,681434,6923,234,2482,GB,Gaming
sECcOTO8Ij4,Sonic Forces: The New Chick - PART 1 - Game Grumps,GameGrumps,2017-11-07,1114604,38325,607,6725,GB,Gaming
G1Ky9-OoWyo,EA's Responds to Star Wars Loot Box Rant! - [Angry Interview],AngryJoeShow,2017-11-08,934802,37150,2261,14367,GB,Gaming
qYmPNNvfawM,Worlds First Live Nuke in COD WW2 - V2 Rocket - Hidden Streak,PWNSTARZdotCOM,2017-11-07,240136,2812,374,529,GB,Gaming
EEIP1YpFXrE,Our First Date,iHasCupquake,2017-11-15,686170,32999,654,4597,GB,Gaming
_8VHAHoCUVY,Overwatch News - HULK AWARD! GIANT Posters! Moira Launch INCOMING!,Unit Lost - Great British Gaming,2017-11-16,70553,2956,88,695,GB,Gaming
hXcoq5XDwyA,Playing CUPHEAD with MatPat!,Butch Hartman,2017-11-15,63841,4226,114,481,GB,Gaming
7d9cu_dmQ0c,Far Cry 5: Recreating Montana | Ubiblog | Ubisoft [US],Ubisoft US,2017-11-14,78506,1216,42,266,GB,Gaming
7-7mW9daU5E,SKYRIM | Switch vs PS4 vs PC vs ONE vs PS3 vs 360 | All Versions Comparison,ElAnalistaDeBits,2017-11-14,138167,804,44,520,GB,Gaming
zpgn8U5Ug8M,Sky: 6 Minutes of Journey Creator's New Game - IGN First,IGN,2017-11-15,86108,1257,103,257,GB,Gaming
sECcOTO8Ij4,Sonic Forces: The New Chick - PART 1 - Game Grumps,GameGrumps,2017-11-07,1121888,38483,613,6735,GB,Gaming
G1Ky9-OoWyo,EA's Responds to Star Wars Loot Box Rant! - [Angry Interview],AngryJoeShow,2017-11-08,959511,37576,2323,14491,GB,Gaming
qYmPNNvfawM,Worlds First Live Nuke in COD WW2 - V2 Rocket - Hidden Streak,PWNSTARZdotCOM,2017-11-07,242069,2824,375,527,GB,Gaming
