video_id,title,channel_title,publish_time,views,likes,dislikes,comment_count,Region,category_title
zUZ1z7FwLc8,"पीरियड्स के समय, पेट पर पति करता ऐसा, देखकर दंग रह जायेंगे",HJ NEWS,2017-11-13,590101,735,904,0,IN,News & Politics
Prb_osSVE0M,Renu Desai Gives Rating For Pawan kalyan As Husband | Open Heart With RK | ABN Telugu,ABN Telugu,2017-11-13,156085,716,53,0,IN,News & Politics
tFM-GNSeXzw,दिन भर की 5 बड़ी ख़बरें @HindiKhabar 12 NOVEMBER  2017,Hindi Khabar,2017-11-12,85432,114,91,13,IN,News & Politics
jElRtesCnlA,Breaking News IT Raid - நடந்தது என்ன? சிக்கியது என்ன?,Sathiyam News,2017-11-13,33533,0,0,10,IN,News & Politics
q3eBCWAwVpo,"Brahmanandam @#ChaySam Wedding Reception || Naga Chaitanya, Samantha Akkineni Reception",NTV Telugu,2017-11-12,75834,160,15,9,IN,News & Politics
q0-SCcsuSSs,Akkineni Nagarjuna Response On Annapurna Studios Fire Mishap |Manam Movie House Setting Fired| iNews,I News,2017-11-13,23932,0,0,7,IN,News & Politics
K6JyjjNnTlg,இவ்வளவு சொத்து எப்படி வந்துச்சு ? NAKKHEERAN GOPAL Exclusive Interview about Sasikala & Family,NewsGlitz - Next Generation Tamil News Channel,2017-11-13,114466,1580,163,255,IN,News & Politics
RWTutjJA1I4,Elephant hit man in Facebook live,Manorama News,2017-11-13,93662,33,5,10,IN,News & Politics
Ny_-eMpu95Q,பாகுபலி ஸ்டைலில் ஏற முயன்றவரை யானை தூக்கி வீசும் காட்சி,Polimer News,2017-11-13,52312,547,25,59,IN,News & Politics
EU-y4Y7khJU,Bithiri Sathi Turns Brand Ambassador For Chicken | Teenmaar News | V6 News,V6 News Telugu,2017-11-11,357019,2487,219,326,IN,News & Politics
NTiSvK7c810,சசிகலா குடும்பத்துக்கு  ஆப்பு  வைத்த  ஜெயானந்த் கொளுத்தி போட்ட தீ,TAMIL CINEMA CINI MINI,2017-11-13,32811,48,27,1,IN,News & Politics
tA-cUlv-3Z8,(11/11/2017) Kelvikkenna Bathil | Exclusive Interview with Former Finance Minister P.Chidambaram,Thanthi TV,2017-11-11,202926,2057,244,896,IN,News & Politics
r0wnuv1X1Z0,"Samantha , Naga Chaitanya Wedding Reception held in Hyderabad",ETV Telangana,2017-11-12,24276,1,1,1,IN,News & Politics
3BF-iAMjciE,मृत अनिकेत कोथळेंच्या मुलीचा आर्त सवाल,ZEE 24 TAAS,2017-11-12,37616,17,0,5,IN,News & Politics
JsZ2yyIXOSE,விவேக்கிற்கு இத்தனை சொத்துகளா?..  | விவேக்கிற்கு பணத்தால கண்டம்- வீடியோ,Oneindia Tamil | ஒன்இந்தியா தமிழ்,2017-11-11,84097,352,44,47,IN,News & Politics
cRxYTelqWOg,జగన్ యాత్రలో ఈ పరికరాల పనేంటి? |YS Jagan's Padayatra,political bench,2017-11-12,66463,622,50,28,IN,News & Politics
deKWUn7r-_8,600சொத்துக்கள் 5நாளில் பெயர்மாற்றம்:பரோல் வீண் இல்லை 600Assets Replaced in 5Days:Parol is not  waste,Video121,2017-11-11,59708,151,37,11,IN,News & Politics
a8hFBXnqo0k,Watch: Green corridor for ambulance carrying critically-ill cancer patient,The Times of India,2017-11-10,50220,15,0,3,IN,News & Politics
NX23eK3ud10,"ਜਾਣੋ, ਕੌਣ ਸੀ ਹਿੰਦੂ ਆਗੂਆਂ ਦੇ ਕਤਲ ਕਰਨ ਵਾਲਾ ਸ਼ਾਰਪ ਸ਼ੂਟਰ ਸ਼ੇਰਾ|DAILY POST PUNJABI|",Daily Post Punjabi,2017-11-12,42032,243,32,104,IN,News & Politics
JFe_OFPYKQY,स्पेशल रिपोर्ट : सांगली : अनिकेत कोथळेच्या मृतदेहासोबत 14 तासाच्या प्रवासात काय घडलं?,Abp Majha,2017-11-11,71272,309,38,66,IN,News & Politics
HilwZ2E5PX8,Samantha Naga Chaitanya Wedding Reception Full Video,V9 Media,2017-11-13,31421,57,12,4,IN,News & Politics
ziOwvxFoLw0,CLOSE ENCOUNTER WITH  MAJOR RAVI _Reporter Live,REPORTER LIVE,2017-11-11,92089,895,137,533,IN,News & Politics
NgsoF5QeG4c,"13, 14  heavy rains in chennai, Nov 13, 14 chennai weather | tamil news | tamil news today | redpix",Red Pix 24x7,2017-11-13,22933,83,28,17,IN,News & Politics
cA3fSbbeLqI,जनरल जीडी बख्शी ने बोला Pok हमारा है ऋषि कपूर और फारुख अब्दुल्ला कोई जवाब,Modi again in 2019,2017-11-12,69459,351,70,190,IN,News & Politics
t-3rtU-91OU,Reason behind IT Raid at Sasikala & relatives' place ? | JV Breaks,Vikatan TV,2017-11-11,64197,904,99,130,IN,News & Politics
g7SdBlW1Zj8,జగన్ లేకపోతే అసంబ్లీలో అందరూ నిద్రపోతున్నారు బీజేపీ mla Vishnu Kumar Raju | Cinema Politics,Cinema Politics,2017-11-12,47328,1053,30,75,IN,News & Politics
13zgNDLHfyk,கோவணத்தோட அலையனுமா? EPS & OPS Behind the IT Raids | TTV Dinakaran Kidding BJP | Sasikala Family,Nakkheeran TV,2017-11-11,85832,423,94,120,IN,News & Politics
"#NAME?",कुंभ राशि वालों के लिए 12 नवंबर - 18 नवंबर का राशिफल,Jansatta,2017-11-11,30659,180,36,3,IN,News & Politics
7z90pkNWBlw,వైసీపీకి కొత్త జోష్ ...త్వరలో పార్టీలోకి ఉండవల్లి..!| Ex MP Undavalli Arunkumar to Join YCP Soon..!,Amaravathi Media,2017-11-12,50914,868,32,42,IN,News & Politics
LwVz-MSPCcA,Nonstop 100 | Rahul Gandhi and Amit Shah to Come Face-to-Face in Banaskantha Today,Aaj Tak,2017-11-12,60541,249,65,10,IN,News & Politics
9qMbaOzubCc,RSS worker hacked to death in Thrissur; hartal in Thrissur,asianetnews,2017-11-12,66231,203,42,23,IN,News & Politics
zUZ1z7FwLc8,"पीरियड्स के समय, पेट पर पति करता ऐसा, देखकर दंग रह जायेंगे",HJ NEWS,2017-11-13,1680175,1661,4078,0,IN,News & Politics
rdnSMooiSfY,రెండో పెళ్లి గురించి నా కొడుకు ఏమన్నాడంటే | Renu About Akira Nandan reaction | Open Heart With RK,ABN Telugu,2017-11-14,229544,1189,160,0,IN,News & Politics
f2GeSskSsy8,கொள்ளையடித்த குடும்பம் |Cassette Shop to Billionaire by Jayalalitha |Nakkheeran Gopal reveals,Nakkheeran TV,2017-11-13,311713,3861,381,569,IN,News & Politics
y8uB4JpFSBY,ఆ డ్రస్ తో తన పరువు ఎలా తీసుకుందో చూడండి పాపం| sAMANTA nAGA cHAITHANYA wEDDING rECEPTION,Movie Reviews,2017-11-14,332705,305,496,0,IN,News & Politics
cpkxJ1y_0V4,ரெய்டு குறித்து விவேக் செய்தியாளர் சந்திப்பு | Jaya TV CEO Vivek Press Meet Regarding IT Dept Raids,Puthiya Thalaimurai TV,2017-11-14,126781,424,275,201,IN,News & Politics
K6JyjjNnTlg,இவ்வளவு சொத்து எப்படி வந்துச்சு ? NAKKHEERAN GOPAL Exclusive Interview about Sasikala & Family,NewsGlitz - Next Generation Tamil News Channel,2017-11-13,267990,2545,305,359,IN,News & Politics
q0-SCcsuSSs,Akkineni Nagarjuna Response On Annapurna Studios Fire Mishap | iNews,I News,2017-11-13,84171,0,0,21,IN,News & Politics
7U1LJYwTzQM,Bithiri Sathi Leaves Hyderabad | Satire On Ivanka Trump's Security | Teenmaar News,V6 News Telugu,2017-11-14,217750,1652,139,144,IN,News & Politics
7MeCnwGvVI8,मोदी राज में घोटाले का यशवंत सिन्हा ने किया पर्दाफाश/YASHWANT SINHA ON GST,National Dastak,2017-11-13,101269,1805,152,199,IN,News & Politics
tFM-GNSeXzw,दिन भर की 5 बड़ी ख़बरें @HindiKhabar 12 NOVEMBER  2017,Hindi Khabar,2017-11-12,144742,189,128,34,IN,News & Politics
9Fg_C0In88g,திருமணமான 4 நாட்களில் பெண்ணுக்கு வரதட்சணைக் கொடுமை  - காஞ்சிபுரம்,Polimer News,2017-11-14,91377,449,57,62,IN,News & Politics
B4FySeq6DIo,"Narendra Modi latest Full speech Indian Community in Manila, Philippines",Pyara Hindustan,2017-11-13,103279,2083,101,220,IN,News & Politics
jElRtesCnlA,Breaking News IT Raid - நடந்தது என்ன? சிக்கியது என்ன?,Sathiyam News,2017-11-13,59182,0,0,15,IN,News & Politics
ZrEP2EuSufc,ബാഹുബലി ആകാന്‍ നോക്കിയ തൊടുപുഴക്കാരന് കിട്ടിയ പണി | Oneindia Malayalam,Oneindia Malayalam | വണ്‍ഇന്ത്യ മലയാളം,2017-11-13,95588,359,43,80,IN,News & Politics
klabrXbvqU4,'चार यार' और 'Operation China'; चीन को 'कायदे' में लेन वाला 'चक्रव्यूह',Aaj Tak,2017-11-13,78408,718,103,105,IN,News & Politics
q3eBCWAwVpo,"Brahmanandam @#ChaySam Wedding Reception || Naga Chaitanya, Samantha Akkineni Reception",NTV Telugu,2017-11-12,88114,182,24,9,IN,News & Politics
vetQ9MlYq_w,"Jan Gan Man Ki Baat, Episode 149: Return of Cash and Nehru's Legacy",The Wire,2017-11-14,80936,4642,199,201,IN,News & Politics
tA-cUlv-3Z8,(11/11/2017) Kelvikkenna Bathil | Exclusive Interview with Former Finance Minister P.Chidambaram,Thanthi TV,2017-11-11,253783,2549,296,1081,IN,News & Politics
NTiSvK7c810,சசிகலா குடும்பத்துக்கு  ஆப்பு  வைத்த  ஜெயானந்த் கொளுத்தி போட்ட தீ,TAMIL CINEMA CINI MINI,2017-11-13,44914,62,34,2,IN,News & Politics
DZFXaNpbMvI,"Biggboss 11 14 nov update, Bandgi poonish, vikas shilpa, luv hina, Bandgi akash, Nomination task",Dekho Dekho,2017-11-14,160759,745,65,395,IN,News & Politics
y6Zt8DYocdA,9 PM ETV Telugu News | 13th November 2017,ETV Andhra Pradesh,2017-11-13,91153,384,57,38,IN,News & Politics
fGIBFfRkxyU,TRS Leader Harish Rao Challenge To Revanth Reddy || Kodangal Election || TFC News,TFC News,2017-11-13,46959,111,62,35,IN,News & Politics
NX23eK3ud10,"ਜਾਣੋ, ਕੌਣ ਸੀ ਹਿੰਦੂ ਆਗੂਆਂ ਦੇ ਕਤਲ ਕਰਨ ਵਾਲਾ ਸ਼ਾਰਪ ਸ਼ੂਟਰ ਸ਼ੇਰਾ|DAILY POST PUNJABI|",Daily Post Punjabi,2017-11-12,61942,345,43,125,IN,News & Politics
zUZ1z7FwLc8,"पीरियड्स के समय, पेट पर पति करता ऐसा, देखकर दंग रह जायेंगे",HJ NEWS,2017-11-13,2180397,1986,5356,0,IN,News & Politics
rdnSMooiSfY,రెండో పెళ్లి గురించి నా కొడుకు ఏమన్నాడంటే | Renu About Akira Nandan reaction | Open Heart With RK,ABN Telugu,2017-11-14,419775,1692,292,0,IN,News & Politics
f2GeSskSsy8,கொள்ளையடித்த குடும்பம் |Cassette Shop to Billionaire by Jayalalitha |Nakkheeran Gopal reveals,Nakkheeran TV,2017-11-13,431533,4779,518,676,IN,News & Politics
7U1LJYwTzQM,Bithiri Sathi Leaves Hyderabad | Satire On Ivanka Trump's Security | Teenmaar News,V6 News Telugu,2017-11-14,377551,2226,194,176,IN,News & Politics
