video_id,title,channel_title,publish_time,views,likes,dislikes,comment_count,Region,category_title
l7E0kTvARsA,Golak Bugni Bank Te Batua Full Movie (HD) | Harish Verma | Simi Chahal | Superhit Punjabi Movies,Rhythm Boyz,2018-05-31,781977,22027,783,1096,DE,Movies
l7E0kTvARsA,Golak Bugni Bank Te Batua Full Movie (HD) | Harish Verma | Simi Chahal | Superhit Punjabi Movies,Rhythm Boyz,2018-05-31,2289027,41807,1811,2153,DE,Movies
